NO,개설대학,개설학과,개설전공,"교양영역구분",학정번호,과목명,외국인전용,원격100%,원격50%,사전녹화100%,재직자전형,집중이수제,외국어강의,외국어강의비율(%),신입생 및 1학년 분반,이수구분,인증/연계,주야,학점,시수,담당교수,요일1-일,요일1-시간,요일1-강의실,요일2-일,요일2-시간,요일2-강의실,요일3-일,요일3-시간,요일3-강의실,"비고(1학년은 신입생 및 1학년 분반 정보 참고하여 수강)"
661 ,인문사회과학대학,국어국문학과,공통,,3040-1-4074-01,문학과타예술,,,,,,,,0 ,R1,전선,,주,3 ,3 ,장석원,화,6 ,한울304,목,5 ,한울304,,,,
662 ,인문사회과학대학,국어국문학과,공통,,3040-1-5743-01,한문의이해,,,,,,,,0 ,R1,전선,,주,3 ,3 ,김기엽,화,5 ,한울311,목,6 ,한울311,,,,
663 ,인문사회과학대학,국어국문학과,공통,,3040-1-9705-01,한국현대문학전공기초,Y,,,,,,,0 ,,전필,,주,3 ,3 ,채상우,금,"3,4",한울303,,,,,,,
664 ,인문사회과학대학,국어국문학과,공통,,3040-2-0272-01,구비문학론,,,,,,,,0 ,,전선,,주,3 ,3 ,김기엽,월,6 ,한울304,수,5 ,한울304,,,,
665 ,인문사회과학대학,국어국문학과,공통,,3040-2-6567-01,현대문학창작연습,,,,,,,,0 ,,전선,,주,3 ,3 ,장석원,화,5 ,한울304,목,6 ,한울304,,,,
666 ,인문사회과학대학,국어국문학과,공통,,3040-3-0173-01,고전문학사,,,,,,,,0 ,,전필,,주,3 ,3 ,강혜진,화,3 ,한울304,목,4 ,한울304,,,,
667 ,인문사회과학대학,국어국문학과,공통,,3040-3-0173-02,고전문학사,Y,,,,,,,0 ,,전필,,주,3 ,3 ,김기엽,화,6 ,한울311,목,5 ,한울311,,,,
668 ,인문사회과학대학,국어국문학과,공통,,3040-3-1884-01,현대시론,,,,,,,,0 ,,전선,,주,3 ,3 ,장석원,금,"3,4",한울304,,,,,,,
669 ,인문사회과학대학,국어국문학과,공통,,3040-3-2331-01,한국문학과세계문학,,,,,,,,0 ,,전선,,주,3 ,3 ,고명철,화,5 ,한울204,목,6 ,한울204,,,,
670 ,인문사회과학대학,국어국문학과,공통,,3040-3-5694-01,경력개발과취업전략,,,,,,,,0 ,,전선,,주,2 ,2 ,강혜진,금,"6,7",한울304,,,,,,,
671 ,인문사회과학대학,국어국문학과,공통,,3040-3-6918-01,국어의미의이해,,,,,,,,0 ,,전선,,주,3 ,3 ,박성현,월,3 ,한울304,수,4 ,한울304,,,,
672 ,인문사회과학대학,국어국문학과,공통,,3040-3-6960-01,훈민정음과중세국어,,,,,,,,0 ,,전선,,주,3 ,3 ,김소영,화,4 ,한울304,목,3 ,한울304,,,,
673 ,인문사회과학대학,국어국문학과,공통,,3040-4-3737-01,디지털시대의국어,,,,,,,,0 ,,전선,,주,3 ,3 ,김소영,화,3 ,한울303,목,4 ,한울303,,,,
674 ,인문사회과학대학,국어국문학과,공통,,3040-4-4995-01,옛글과콘텐츠기획,,,,,,,,0 ,,전선,,주,3 ,3 ,강혜진,화,5 ,한울303,목,6 ,한울303,,,,
675 ,인문사회과학대학,국어국문학과,공통,,3040-4-6919-01,현대문학세미나,,,,,,,,0 ,,전선,,주,3 ,3 ,고명철,화,6 ,한울204,목,5 ,한울204,,,,
676 ,인문사회과학대학,산업심리학과,공통,,3110-1-0960-01,심리학개론2,,,,,,,,0 ,,전선,,주,3 ,3 ,이형철,화,4 ,한울410,목,3 ,한울410,,,,
677 ,인문사회과학대학,산업심리학과,공통,,3110-2-0750-01,사회심리학,,,Y,,,,,0 ,,전선,,주,3 ,3 ,이병관,월,4 ,한울410,,,,,,,
678 ,인문사회과학대학,산업심리학과,공통,,3110-2-0954-01,실험심리학,,,,,,,,0 ,,전필,,주,3 ,3 ,이형철,화,6 ,한울410,목,5 ,한울410,,,,
679 ,인문사회과학대학,산업심리학과,공통,,3110-2-1533-01,조사방법론,,,,,,,,,,전선,,주,3 ,3 ,이현준,월,"1,2",한울502,,,,,,,
680 ,인문사회과학대학,산업심리학과,공통,,3110-2-1542-01,조직심리학,,,,,,,,,,전필,,주,3 ,3 ,한태영,월,6 ,한울410,수,5 ,한울410,,,,
681 ,인문사회과학대학,산업심리학과,공통,,3110-2-1667-01,컴퓨터통계분석,,,Y,,,,,0 ,,전선,,주,3 ,3 ,임혜빈,금,"1,2",한울104,,,,,,,
682 ,인문사회과학대학,산업심리학과,공통,,3110-3-0836-01,소비자심리학,,Y,,Y,,,,0 ,,전선,,주,3 ,3 ,이병관,토,79 ,,,,,,,,
683 ,인문사회과학대학,산업심리학과,공통,,3110-3-4233-01,상담이론과실제,,,,,,,,,,전선,,주,3 ,3 ,강사미정,목,"3,4",한울502,,,,,,,
684 ,인문사회과학대학,산업심리학과,공통,,3110-3-8067-01,산업조직동기관리,,,,,,,,,,전선,,주,3 ,3 ,한태영,월,5 ,한울410,수,6 ,한울410,,,,
685 ,인문사회과학대학,산업심리학과,공통,,3110-3-8527-01,리더십코칭,,,Y,,,,,,,전선,,주,3 ,3 ,하규영,월,4 ,한울304,수,3 ,한울304,,,,
686 ,인문사회과학대학,산업심리학과,공통,,3110-3-9200-01,판단과의사결정,,,Y,,,,,0 ,,전선,,주,3 ,3 ,임혜빈,수,2 ,한울410,,,,,,,
687 ,인문사회과학대학,산업심리학과,공통,,3110-4-4231-01,집단상담,,,,,,,,0 ,,전선,,주,3 ,3 ,진준호,화,"5,6",한울504,,,,,,,
688 ,인문사회과학대학,산업심리학과,공통,,3110-4-4234-01,가족상담,,,,,,,,,,전선,,주,3 ,3 ,고소희,목,"5,6",한울502,,,,,,,
689 ,인문사회과학대학,산업심리학과,공통,,3110-4-4235-01,진로상담,,,,,,,,,,전선,,주,3 ,3 ,김민향,화,"3,4",한울502,,,,,,,
690 ,인문사회과학대학,동북아문화산업학부,공통,,3210-1-9216-01,일본어기초2,,,,,,,,,"R4,R5",전필,,주,3 ,3 ,최정아,월,3 ,한울502,수,4 ,한울502,,,,
691 ,인문사회과학대학,동북아문화산업학부,공통,,3210-1-9216-02,일본어기초2,,,,,,,,,"R4,R5",전필,,주,3 ,3 ,최정아,월,4 ,한울502,수,3 ,한울502,,,,
692 ,인문사회과학대학,동북아문화산업학부,공통,,3210-1-9217-01,중국어기초2,,,,,,,,,"R4,R5",전필,,주,3 ,3 ,정소영,화,1 ,한울303,목,2 ,한울303,,,,
693 ,인문사회과학대학,동북아문화산업학부,공통,,3210-1-9217-02,중국어기초2,,,,,,,,,"R4,R5",전필,,주,3 ,3 ,정소영,화,2 ,한울303,목,1 ,한울303,,,,
694 ,인문사회과학대학,동북아문화산업학부,공통,,3210-1-9699-01,동북아문화산업의미래,,,,,,,,,"R4,R5",전선,,주,3 ,3 ,김희교,금,"1,2",한울407,,,,,,,
695 ,인문사회과학대학,동북아문화산업학부,공통,,3210-2-5557-01,고급일본어연습,,,,,,,일본어,50 ,,전선,,주,3 ,3 ,성호현,목,"1,2",한울407,,,,,,,
696 ,인문사회과학대학,동북아문화산업학부,공통,,3210-2-5580-01,문화원형상징론,,,,,,,,0 ,,전선,,주,3 ,3 ,조영복,화,5 ,한울407,목,6 ,한울407,,,,
697 ,인문사회과학대학,동북아문화산업학부,공통,,3210-2-5585-01,일본영상문화론,,,,,,,,0 ,,전선,,주,3 ,3 ,강태웅,화,4 ,한울407,목,3 ,한울407,,,,
698 ,인문사회과학대학,동북아문화산업학부,공통,,3210-2-5796-01,디지털콘텐츠제작실습2,,,,,,,,0 ,,전선,,주,3 ,4 ,손배호,화,"0,1,2",한울104,,,,,,,
699 ,인문사회과학대학,동북아문화산업학부,공통,,3210-2-6132-01,K-무비의이해,,Y,,,,,,0 ,,전선,,주,3 ,3 ,강성률,금,"5,6",한울502,,,,,,,
700 ,인문사회과학대학,동북아문화산업학부,공통,,3210-2-8287-01,브랜드기획제작실습,,,,,,,,0 ,,전선,,주,3 ,4 ,심재현,월,"5,6,7",연108,,,,,,,
701 ,인문사회과학대학,동북아문화산업학부,공통,,3210-2-9220-01,중국어문법과작문,,,,,,,중국어,50 ,,전선,,주,3 ,3 ,왕베이베이,금,"3,4",한울502,,,,,,,
702 ,인문사회과학대학,동북아문화산업학부,공통,,3210-3-3754-01,한국문화콘텐츠의이해,,,,,,,,0 ,,전선,,주,3 ,3 ,조영복,화,3 ,한울407,목,4 ,한울407,,,,
703 ,인문사회과학대학,동북아문화산업학부,공통,,3210-3-4090-01,일본애니메이션과문화산업,,,,,,,,0 ,,전선,,주,3 ,3 ,강태웅,화,6 ,한울407,목,5 ,한울407,,,,
704 ,인문사회과학대학,동북아문화산업학부,공통,,3210-3-5578-01,현대문화이론,,,,,,,,0 ,,전선,,주,3 ,3 ,강성률,월,"5,6",한울407,,,,,,,
705 ,인문사회과학대학,동북아문화산업학부,공통,,3210-3-5614-01,변혁기의현대중국문학,,,,,,,,0 ,,전선,,주,3 ,3 ,박성원,월,"3,4",한울407,,,,,,,
706 ,인문사회과학대학,동북아문화산업학부,공통,,3210-3-5694-01,경력개발과취업전략,,,,,,,,0 ,,전선,,주,2 ,2 ,강태웅,금,"6,7",한울308,,,,,,,
707 ,인문사회과학대학,동북아문화산업학부,공통,,3210-3-6192-01,문화상품제작실습,,,,,,,,0 ,,전선,,주,3 ,4 ,심재현,월,"0,1,2",연108,,,,,,,
708 ,인문사회과학대학,동북아문화산업학부,공통,,3210-3-9701-01,컬쳐디자인,,,,,,,,,,전선,,주,3 ,3 ,박순,수,"3,4",한울407,,,,,,,
709 ,인문사회과학대학,동북아문화산업학부,공통,,3210-4-3756-01,일본근대소설과문화,,,,,,,,,,전선,,주,3 ,3 ,최정아,금,"5,6",한울407,,,,,,,
710 ,인문사회과학대학,동북아문화산업학부,공통,,3210-4-6036-01,중국문화와문화산업분석,,,,,,,,,,전선,,주,3 ,3 ,김희교,금,"3,4",한울407,,,,,,,
711 ,인문사회과학대학,동북아문화산업학부,공통,,3210-4-6316-01,디지털시대의중국문화와시장읽기,,Y,,Y,,,,,,전선,,주,3 ,3 ,정소영,수,"1,2",한울407,,,,,,,
712 ,인문사회과학대학,동북아문화산업학부,공통,,3210-4-6317-01,디지털시대의문화트렌드분석,,Y,,,,,,0 ,,전선,,주,3 ,3 ,강성률,수,"5,6",한울407,,,,,,,
713 ,인문사회과학대학,영어산업학과,공통,,3220-1-6327-01,영미문학과사회,,,,,,,,,R2,전선,,주,3 ,3 ,김홍기,화,4 ,한울308,목,3 ,한울308,,,,
714 ,인문사회과학대학,영어산업학과,공통,,3220-1-8522-01,영화와영미문화,,,,,,,,0 ,R2,전선,,주,3 ,3 ,신승한,월,5 ,한울308,수,6 ,한울308,,,,
715 ,인문사회과학대학,영어산업학과,공통,,3220-2-3204-01,언어습득,,,,,,,,,,전선,,주,3 ,3 ,이일재,월,3 ,한울308,수,4 ,한울308,,,,
716 ,인문사회과학대학,영어산업학과,공통,,3220-2-5236-01,영어학입문,,,,,,,,0 ,,전필,,주,3 ,3 ,손가연,화,2 ,한울308,목,1 ,한울308,,,,
717 ,인문사회과학대학,영어산업학과,공통,,3220-2-5298-01,그래픽내러티브,,,,,,,,0 ,,전선,,주,3 ,3 ,신승한,월,6 ,한울303,수,5 ,한울303,,,,
718 ,인문사회과학대학,영어산업학과,공통,,3220-2-6329-01,영어학통계입문,,,,,,,,0 ,,전필,,주,3 ,3 ,임효정,화,3 ,한울104,목,4 ,한울104,,,,
719 ,인문사회과학대학,영어산업학과,공통,,3220-2-6330-01,영어어휘연구,,,,,,,영어,100 ,,전선,,주,3 ,3 ,임효정,화,1 ,한울308,목,2 ,한울308,,,,
720 ,인문사회과학대학,영어산업학과,공통,,3220-2-6331-01,영미시의이해,,,,,,,,,,전선,,주,3 ,3 ,김홍기,화,6 ,한울308,목,5 ,한울308,,,,
721 ,인문사회과학대학,영어산업학과,공통,,3220-3-3147-01,영미단편소설,,,,,,,,,,전선,,주,3 ,3 ,신승한,월,4 ,한울308,수,3 ,한울308,,,,
722 ,인문사회과학대학,영어산업학과,공통,,3220-3-5694-01,경력개발과취업전략,,,,,,,,0 ,,전선,,주,2 ,2 ,신승한,목,"6,7",한울308,,,,,,,
723 ,인문사회과학대학,영어산업학과,공통,,3220-3-9198-01,코퍼스영어학,,,,,,,,0 ,,전선,,주,3 ,3 ,손가연,화,3 ,누403,목,4 ,누403,,,,
724 ,인문사회과학대학,영어산업학과,공통,,3220-4-5248-01,언어와사회,,,,,,,,,,전선,,주,3 ,3 ,이일재,월,6 ,한울308,수,5 ,한울308,,,,
725 ,인문사회과학대학,영어산업학과,공통,,3220-4-6118-01,영어의역사,,,,,,,,,,전선,,주,3 ,3 ,이일재,월,1 ,한울308,수,2 ,한울308,,,,
726 ,인문사회과학대학,영어산업학과,공통,,3220-4-9191-01,영어발표와토론,,,,,,,영어,100 ,,전선,,주,3 ,3 ,에이미,월,4 ,기303,수,3 ,기303,,,,
727 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-1-3743-01,광운대미디어커뮤니케이션학부의모든것,Y,Y,,Y,,,,,,전선,,주,3 ,3 ,문상현,금,5 ,,,,,,,,
728 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-1-4466-01,다문화커뮤니케이션,Y,,,,,,,0 ,,전선,,주,3 ,3 ,오창학,월,1 ,기306,수,2 ,기306,,,,
729 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-1-5739-01,커뮤니케이션과한국사회,Y,,,,,,,0 ,,전선,,주,3 ,3 ,오창학,월,2 ,기306,수,1 ,기306,,,,
730 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-1-9673-01,방송영상론,,,,,,,,,"M1,M2",전선,,주,3 ,3 ,문상현,월,4 ,한울411,수,3 ,한울411,,,,
731 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-1-9681-01,인터랙티브커뮤니케이션개론,,,,,,,,0 ,"M1,M2",전선,,주,3 ,3 ,정동훈,화,4 ,한울411,목,3 ,한울411,,,,
732 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-1-9689-01,광고PR과전략커뮤니케이션,,,,,,,,,"M1,M2",전선,,주,3 ,3 ,이종혁,화,1 ,한울502,목,2 ,한울502,,,,
733 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-1-9689-02,광고PR과전략커뮤니케이션,Y,,,,,,,,,전선,,주,3 ,3 ,이종혁,화,2 ,한울502,목,1 ,한울502,,,,
734 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-3248-01,브랜드커뮤니케이션,,,,,,,,,,전선,,주,3 ,3 ,김규리,월,3 ,기303,수,4 ,기303,,,,
735 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-4082-01,인터랙티브데이터시각화,,Y,,,,,,0 ,,전선,,주,3 ,4 ,황동욱,월,"5,6,7",한울502,,,,,,,
736 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-4467-01,설득과선전,Y,,,,,,,0 ,,전선,,주,3 ,3 ,오창학,월,3 ,기306,수,4 ,기306,,,,
737 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-4905-01,미디어생태계와저널리즘,Y,,,,,,,0 ,,전선,,주,3 ,3 ,정일권,월,1 ,한울411,수,2 ,한울411,,,,
738 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-5531-01,미디어와젠더,,,,,,,,0 ,,전선,,주,3 ,3 ,김예란,월,3 ,한울303,수,4 ,한울303,,,,
739 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-5799-01,위험사회와커뮤니케이션,,Y,,Y,,,,0 ,,전선,,주,3 ,3 ,김예란,금,5 ,,,,,,,,
740 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-5802-01,광고PR조사방법론,,,,,,,,0 ,,전선,,주,3 ,3 ,고영지,화,5 ,한울410,목,6 ,한울410,,,,
741 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-5803-01,근거기반캠페인전략,,,,,,,,0 ,,전선,,주,3 ,3 ,김미리,월,1 ,기301,수,2 ,기301,,,,
742 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-5805-01,"메타버스,너때는말이야!",,Y,,Y,,,,0 ,,전선,,주,3 ,3 ,정동훈,화,3 ,,,,,,,,
743 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-6320-01,인공지능과알고리즘사회,,Y,,Y,,,영어,100 ,,전선,,주,3 ,3 ,박대민,월,5 ,,,,,,,,
744 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-6421-01,가상인간기획및제작,,,Y,,,,,,,전선,,주,3 ,4 ,오문석,목,"0,1,2",연108,,,,,,,
745 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-6421-02,가상인간기획및제작,,,Y,,,,,,,전선,,주,3 ,4 ,오문석,목,"5,6,7",연108,,,,,,,
746 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-7702-01,컴퓨터그래픽디자인,,,,,,,,,,전선,,주,3 ,4 ,오은석,화,"5,6,7",한울104,,,,,,,
747 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-7702-02,컴퓨터그래픽디자인,,,,,,,,,,전선,,주,3 ,4 ,오은석,수,"5,6,7",한울104,,,,,,,
748 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-9666-01,논픽션미디어의이해,,,,,,,,,,전선,,주,3 ,3 ,레이몬드,화,6 ,한울303,목,5 ,한울303,,,,
749 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-2-9679-01,엔터테인먼트산업,,,,,,,,,,전선,,주,3 ,3 ,문상현,월,6 ,한울411,수,5 ,한울411,,,,
750 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-3-3249-01,뉴스와기자의미래,,,,,,,,0 ,,전선,,주,3 ,3 ,정일권,월,2 ,한울203,수,1 ,한울203,,,,
751 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-3-3964-01,데이터시각화와인지과학,Y,Y,,Y,,,,0 ,,전선,,주,3 ,3 ,황동욱,수,3 ,,,,,,,,
752 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-3-4469-01,광고와사회,Y,Y,,Y,,,,0 ,,전선,,주,3 ,3 ,고영지,금,1 ,,,,,,,,
753 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-3-5304-01,Gen-AI기반텍스트마이닝과전략개발,,Y,,,,,,,,전선,,주,3 ,4 ,김상연,금,1 ,,,,,,,,
754 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-3-5813-01,Gen-AI기반커뮤니케이션캡스톤,,,,,,,,0 ,,전선,,주,3 ,4 ,정동훈,화,"0,1,2",한울411,,,,,,,
755 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-3-6321-01,가상인간브랜딩및세계관기획,,,,,,,,,,전선,,주,3 ,4 ,오문석,화,"5,6,7",연108,,,,,,,
756 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-3-6322-01,인공지능과미디어혁신,,,,,,,,0 ,,전선,,주,3 ,3 ,박대민,화,6 ,누403,목,5 ,누403,,,,
757 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-3-9664-01,UX/UI기획및제작,,,,,,,,,,전선,,주,3 ,4 ,한규훈,수,"5,6,7",연108,,,,,,,
758 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-3-9678-01,실감미디어콘텐츠개발,,Y,,Y,,,,0 ,,전선,,주,3 ,4 ,황동욱,금,3 ,,,,,,,,
759 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-3-9684-01,정서와소비자행동,,,,,,,,0 ,,전선,,주,3 ,3 ,김미리,월,2 ,기301,수,1 ,기301,,,,
760 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-4-4498-01,전략커뮤니케이션과마케팅,,,,,,,,,,전선,,주,3 ,3 ,류지현,금,"5,6",한울411,,,,,,,
761 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-4-5694-01,경력개발과취업전략,,,,,,,,,,전선,,주,2 ,2 ,오은석,금,"6,7",한울303,,,,,,,
762 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-4-5814-01,미디어와문화기획,,,,,,,,0 ,,전선,,주,3 ,3 ,김예란,월,4 ,한울303,수,3 ,한울303,,,,
763 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-4-5815-01,글로벌전략트렌드와영어연습,,,,,,,,,,전선,,주,3 ,3 ,김상연,월,5 ,기303,수,6 ,기303,,,,
764 ,인문사회과학대학,미디어커뮤니케이션학부,공통,,3230-4-6324-01,AI미디어와콘텐츠기획,,,,,,,,0 ,,전선,,주,3 ,3 ,박대민,화,5 ,누403,목,6 ,누403,,,,
765 ,경영대학,경영학부,공통,,5080-1-1970-01,회계원리,,,,,,,,,"B1,B2,B3,B4",전필,,주,3 ,3 ,박애영,월,3 ,누411,수,4 ,누411,,,,
766 ,경영대학,경영학부,공통,,5080-1-1970-02,회계원리,,,,,,,,,"B1,B2,B3,B4",전필,,주,3 ,3 ,박애영,월,4 ,누411,수,3 ,누411,,,,
767 ,경영대학,경영학부,공통,,5080-1-1970-03,회계원리,Y,,Y,,,,,,,전필,,주,3 ,3 ,박애영,월,1 ,누411,수,2 ,누411,,,,
768 ,경영대학,경영학부,공통,,5080-1-1970-04,회계원리,,,,,,,,0 ,"B1,B2,B3,B4",전필,,주,3 ,3 ,이민주,금,"1,2",누411,,,,,,,
769 ,경영대학,경영학부,공통,,5080-1-5777-01,AI경영수학,,,,,,,,,"B1,B2,B3,B4",전선,,주,3 ,3 ,최재운,화,1 ,누405,목,2 ,누405,,,,
770 ,경영대학,경영학부,공통,,5080-1-8553-01,경영학의이해,,,,,,,,,"B1,B2,B3,B4",전선,,주,3 ,3 ,이병헌,화,2 ,누406,목,1 ,누406,,,,
771 ,경영대학,경영학부,공통,,5080-1-9883-01,비즈니스통계,Y,Y,,Y,,,영어,100 ,,전선,,주,3 ,3 ,이석준,토,"1,2",,,,,,,,
772 ,경영대학,경영학부,공통,,5080-2-0092-01,경영과학,,,,,,,,,,전선,,주,3 ,3 ,김지현,월,3 ,누413,수,4 ,누413,,,,
773 ,경영대학,경영학부,공통,,5080-2-0092-02,경영과학,,,,,,,,,,전선,,주,3 ,3 ,김지현,월,5 ,누413,수,6 ,누413,,,,
774 ,경영대학,경영학부,공통,,5080-2-0092-03,경영과학,Y,,,,,,,,,전선,,주,3 ,3 ,김지현,월,6 ,누413,수,5 ,누413,,,,
775 ,경영대학,경영학부,공통,,5080-2-0508-01,마케팅,,,,,,,,0 ,,전필,,주,3 ,3 ,조은성,월,6 ,누412,수,5 ,누412,,,,
776 ,경영대학,경영학부,공통,,5080-2-0508-02,마케팅,,,,,,,,,,전필,,주,3 ,3 ,하용수,화,3 ,누412,목,4 ,누412,,,,
777 ,경영대학,경영학부,공통,,5080-2-0508-03,마케팅,Y,,Y,,,,,0 ,,전필,,주,3 ,3 ,이인남,월,3 ,누412,수,4 ,누412,,,,
778 ,경영대학,경영학부,공통,,5080-2-1277-01,재무관리,,,,,,,,,,전필,,주,3 ,3 ,한재현,화,4 ,누412,목,3 ,누412,,,,
779 ,경영대학,경영학부,공통,,5080-2-1277-02,재무관리,,,,,,,,0 ,,전필,,주,3 ,3 ,조원호,월,1 ,누413,수,2 ,누413,,,,
780 ,경영대학,경영학부,공통,,5080-2-1277-03,재무관리,,,,,,,,0 ,,전필,,주,3 ,3 ,조원호,월,2 ,누413,수,1 ,누413,,,,
781 ,경영대학,경영학부,공통,,5080-2-4900-01,생산운영관리,,,,,,,,,,전필,,주,3 ,3 ,김초연,화,"5,6",누413,,,,,,,
782 ,경영대학,경영학부,공통,,5080-2-4900-02,생산운영관리,,,,,,,,,,전필,,주,3 ,3 ,김수효,목,"5,6",누413,,,,,,,
783 ,경영대학,경영학부,공통,,5080-2-4964-01,디지털서비스프로젝트관리실무,,,Y,,,Y,,0 ,,전선,,주,2 ,3 ,이석준,수,"5,6",기304,,,,,,,매치업(바이오헬스분야)
784 ,경영대학,경영학부,공통,,5080-2-4965-01,의료빅데이터분석및활용실무,,,Y,,,Y,,0 ,,전선,,야,2 ,3 ,이석준,월,"7,8,9",기302,,,,,,,매치업(바이오헬스분야)
785 ,경영대학,경영학부,공통,,5080-2-5358-01,재무회계,,,,,,,,0 ,,전선,,주,3 ,3 ,김성환,화,5 ,누411,목,6 ,누411,,,,
786 ,경영대학,경영학부,공통,,5080-2-5358-02,재무회계,,,,,,,,0 ,,전선,,주,3 ,3 ,김성환,화,6 ,누411,목,5 ,누411,,,,
787 ,경영대학,경영학부,공통,,5080-2-6383-01,AI프로그래밍2,,,,,,,,,,전선,,주,3 ,3 ,최재운,화,4 ,누405,목,3 ,누405,,,,
788 ,경영대학,경영학부,공통,,5080-2-6384-01,빅데이터와경영데이터베이스,,,,,,,,0 ,,전선,,주,3 ,3 ,서상구,월,6 ,누403,수,5 ,누403,,,,
789 ,경영대학,경영학부,공통,,5080-2-6384-02,빅데이터와경영데이터베이스,Y,Y,,Y,,,,0 ,,전선,,주,3 ,3 ,서상구,수,6 ,,,,,,,,
790 ,경영대학,경영학부,공통,,5080-2-8554-01,조직행동,,,,,,,,0 ,,전필,,주,3 ,3 ,박준형,화,1 ,누411,목,2 ,누411,,,,
791 ,경영대학,경영학부,공통,,5080-2-8554-02,조직행동,,,,,,,,0 ,,전필,,주,3 ,3 ,이현,월,1 ,누406,수,2 ,누406,,,,
792 ,경영대학,경영학부,공통,,5080-2-8555-01,MIS개론,,,Y,,,,,,,전필,,주,3 ,3 ,최재운,금,"3,4",누411,,,,,,,
793 ,경영대학,경영학부,공통,,5080-2-8555-02,MIS개론,,Y,,Y,,,영어,100 ,,전필,,주,3 ,3 ,박아름,토,1 ,,,,,,,,
794 ,경영대학,경영학부,공통,,5080-2-8557-01,소비자행동,,,,,,,,0 ,,전선,,주,3 ,3 ,심인선,월,"3,4",누406,,,,,,,
795 ,경영대학,경영학부,공통,,5080-2-8559-01,비쥬얼애널리틱스,,,,,,,,0 ,,전선,,주,3 ,3 ,박아름,금,"5,6",누403,,,,,,,
796 ,경영대학,경영학부,공통,,5080-3-0225-01,관리회계,,,,,,,,,,전선,,주,3 ,3 ,,월,2 ,누406,수,1 ,누406,,,,
797 ,경영대학,경영학부,공통,,5080-3-2923-01,경영전략,,,,,,,,,,전선,,주,3 ,3 ,이병헌,화,1 ,누406,목,2 ,누406,,,,
798 ,경영대학,경영학부,공통,,5080-3-3303-01,서비스마케팅,,,,,,,,0 ,,전선,,주,3 ,3 ,김잔디,수,"3,4",누406,,,,,,,
799 ,경영대학,경영학부,공통,,5080-3-3890-01,인적자원관리,,,Y,,,,영어,100 ,,전선,,주,3 ,3 ,박준형,화,3 ,누411,,,,,,,
800 ,경영대학,경영학부,공통,,5080-3-3918-01,SCM,,,,,,,,0 ,,전선,,주,3 ,3 ,정문기,금,"1,2",누406,,,,,,,
801 ,경영대학,경영학부,공통,,5080-3-3972-01,자산운용기초,,,,,,,,0 ,,전선,,주,3 ,3 ,장민기,금,"1,2",누102,,,,,,,
802 ,경영대학,경영학부,공통,,5080-3-5148-01,증권투자론,,,,,,,,,,전선,,주,3 ,3 ,이효정,화,3 ,누413,목,4 ,누413,,,,
803 ,경영대학,경영학부,공통,,5080-3-5148-02,증권투자론,Y,,Y,,,,,,,전선,,주,3 ,3 ,이효정,금,"1,2",누413,,,,,,,
804 ,경영대학,경영학부,공통,,5080-3-5217-01,파생금융상품론,,,,,,,,,,전선,,주,3 ,3 ,이효정,화,4 ,누413,목,3 ,누413,,,,
