NO,개설대학,개설학과,개설전공,"교양영역구분",학정번호,과목명,외국인전용,원격100%,원격50%,사전녹화100%,재직자전형,집중이수제,외국어강의,외국어강의비율(%),신입생 및 1학년 분반,이수구분,인증/연계,주야,학점,시수,담당교수,요일1-일,요일1-시간,요일1-강의실,요일2-일,요일2-시간,요일2-강의실,요일3-일,요일3-시간,요일3-강의실,"비고(1학년은 신입생 및 1학년 분반 정보 참고하여 수강)"
461 ,공통,공통,공통,대학실용영어,0000-2-6472-01,영화로보는미국문화,,,,,,,,0 ,,교선,,주,3 ,3 ,정지수,월,6 ,한울404,수,5 ,한울404,,,,
462 ,공통,공통,공통,글로벌문화와제2외국어,0000-2-6526-01,실용중국어문법,,,,,,,,0 ,,교선,,주,3 ,3 ,곡효운,월,4 ,한울405,수,3 ,한울405,,,,
463 ,공통,공통,공통,서울권역e-러닝계열,0000-2-6614-01,아이디어를현실로 - 바이브코딩,,Y,,Y,,,,,,교선,,주,3 ,3 ,,토,25 ,,,,,,,,
464 ,공통,공통,공통,,0000-2-6797-01,KW-VIP 2026-2,,,,,,,,,,일선,,주,2 ,2 ,최영석,토,80 ,,,,,,,,다학년다학기프로젝트 교과목
465 ,공통,공통,공통,,0000-2-6797-02,KW-VIP 2026-2,,,,,,,,0 ,,일선,,주,2 ,2 ,이도환,토,74 ,,,,,,,,다학년다학기프로젝트 교과목
466 ,공통,공통,공통,,0000-2-6797-03,KW-VIP 2026-2,,,,,,,,,,일선,,주,2 ,2 ,심동규,토,70 ,,,,,,,,다학년다학기프로젝트 교과목
467 ,공통,공통,공통,,0000-2-6797-04,KW-VIP 2026-2,,,,,,,,0 ,,일선,,주,2 ,2 ,유지현,토,64 ,,,,,,,,다학년다학기프로젝트 교과목
468 ,공통,공통,공통,,0000-2-6797-05,KW-VIP 2026-2,,,,,,,,,,일선,,주,2 ,2 ,박규동,토,50 ,,,,,,,,다학년다학기프로젝트 교과목
469 ,공통,공통,공통,,0000-2-6797-06,KW-VIP 2026-2,,,,,,,,0 ,,일선,,주,2 ,2 ,손희상,토,49 ,,,,,,,,다학년다학기프로젝트 교과목
470 ,공통,공통,공통,,0000-2-6797-07,KW-VIP 2026-2,,,,,,,,0 ,,일선,,주,2 ,2 ,이기원,토,48 ,,,,,,,,다학년다학기프로젝트 교과목
471 ,공통,공통,공통,,0000-2-6797-08,KW-VIP 2026-2,,,,,,,,,,일선,,주,2 ,2 ,김양래,토,47 ,,,,,,,,다학년다학기프로젝트 교과목
472 ,공통,공통,공통,,0000-2-6797-09,KW-VIP 2026-2,,,,,,,,0 ,,일선,,주,2 ,2 ,박석,토,46 ,,,,,,,,다학년다학기프로젝트 교과목
473 ,공통,공통,공통,,0000-2-6797-10,KW-VIP 2026-2,,,,,,,,,,일선,,주,2 ,2 ,이효근,토,44 ,,,,,,,,다학년다학기프로젝트 교과목
474 ,공통,공통,공통,,0000-2-6797-11,KW-VIP 2026-2,,,,,,,,0 ,,일선,,주,2 ,2 ,황동욱,토,43 ,,,,,,,,다학년다학기프로젝트 교과목
475 ,공통,공통,공통,서울권역e-러닝계열,0000-2-6825-01,4차산업혁명과인공지능:융합적분석과인문학적통찰,,Y,,Y,,,,,,교선,,주,3 ,3 ,,토,24 ,,,,,,,,
476 ,공통,공통,공통,예술과체육,0000-2-6948-01,대중음악의역사,,,,,,,,,,교선,,주,3 ,3 ,김철수,금,"1,2",한울B101,,,,,,,
477 ,공통,공통,공통,과학과기술,0000-2-6957-01,디지털사운드제작,,,,,,,,,,교선,,주,3 ,3 ,고병량,월,2 ,연201,수,1 ,연201,,,,
478 ,공통,공통,공통,과학과기술,0000-2-6957-02,디지털사운드제작,,,,,,,,,,교선,,주,3 ,3 ,고병량,월,1 ,연201,수,2 ,연201,,,,
479 ,공통,공통,공통,서울권역e-러닝계열,0000-2-6999-01,색채심리와현대생활,,Y,,Y,,,,,,교선,,주,3 ,3 ,김문석,토,53 ,,,,,,,,
480 ,공통,공통,공통,외국어로서의한국어,0000-2-7133-01,한국어발표와토론,Y,,,,,,,0 ,,교선,,주,3 ,3 ,소열녕,화,3 ,문119,목,4 ,문119,,,,
481 ,공통,공통,공통,외국어로서의한국어,0000-2-7133-02,한국어발표와토론,Y,,,,,,,0 ,,교선,,주,3 ,3 ,소열녕,화,4 ,문119,목,3 ,문119,,,,
482 ,공통,공통,공통,외국어로서의한국어,0000-2-7133-03,한국어발표와토론,Y,,,,,,,,,교선,,주,3 ,3 ,이명지,화,2 ,문120,목,1 ,문120,,,,
483 ,공통,공통,공통,외국어로서의한국어,0000-2-7133-04,한국어발표와토론,Y,,,,,,,0 ,,교선,,주,3 ,3 ,이경수,화,4 ,한울404,목,3 ,한울404,,,,
484 ,공통,공통,공통,서울권역e-러닝계열,0000-2-7473-01,성공하는문화콘텐츠소재개발전략,,Y,,Y,,,,,,교선,,주,3 ,3 ,,토,22 ,,,,,,,,
485 ,공통,공통,공통,서울권역e-러닝계열,0000-2-7476-01,전략적의사결정과문제해결,,Y,,Y,,,,0 ,,교선,,주,3 ,3 ,박종구,토,21 ,,,,,,,,
486 ,공통,공통,공통,수리와자연(수학),0000-2-7724-01,수학과철학의대화,,,,,,,,,,교선,,주,3 ,3 ,최종성,월,3 ,한울307,수,4 ,한울307,,,,
487 ,공통,공통,공통,사회와경제,0000-2-7726-01,자아의이해와문학치료,,,,,,,,0 ,,교선,,주,3 ,3 ,도기숙,화,"5,6",한울301,,,,,,,
488 ,공통,공통,공통,예술과체육,0000-2-7778-01,일러스트레이션,,,,,,,,0 ,,교선,,주,3 ,3 ,심재현,수,"5,6",한울202,,,,,,,
489 ,공통,공통,공통,예술과체육,0000-2-7778-02,일러스트레이션,,,,,,,,0 ,,교선,,주,3 ,3 ,윤지현,화,"5,6",한울202,,,,,,,
490 ,공통,공통,공통,수리와자연(수학),0000-2-8119-01,패러독스와논리,,,,,,,,,,교선,,주,3 ,3 ,최종성,화,4 ,한울305,목,3 ,한울305,,,,
491 ,공통,공통,공통,사회와경제,0000-2-8124-01,법논리학,,,Y,,,,,0 ,,교선,,주,3 ,3 ,이춘원,금,2 ,한울305,,,,,,,
492 ,공통,공통,공통,사회와경제,0000-2-8585-01,지구적으로생각하고지역적으로실천하기,,,,,,,,0 ,,교선,,주,3 ,3 ,최현우,화,4 ,한울B103,목,3 ,한울B103,,,,
493 ,공통,공통,공통,사회와경제,0000-2-8586-01,21세기동아시아사회의이해,,,,,,,,0 ,,교선,,주,3 ,3 ,이남겸,월,4 ,비420,수,3 ,비420,,,,
494 ,공통,공통,공통,사회와경제,0000-2-8587-01,현대한국사회의문제와해법,,,,,,,,,,교선,,야,3 ,3 ,김정권,수,"7,8,9",한울B103,,,,,,,
495 ,공통,공통,공통,사회와경제,0000-2-8588-01,탈성장시대의사회와경제,,,,,,,,,,교선,,야,3 ,3 ,김일식,수,"7,8,9",한울311,,,,,,,
496 ,공통,공통,공통,글로벌문화와제2외국어,0000-2-8653-01,중국문화지리,,,,,,,,0 ,,교선,,주,3 ,3 ,곡효운,수,"1,2",한울405,,,,,,,
497 ,공통,공통,공통,사회와경제,0000-2-8834-01,법과권리,,,,,,,,,,교선,,주,3 ,3 ,한재경,월,3 ,한울B102,수,4 ,한울B102,,,,
498 ,공통,공통,공통,사회와경제,0000-2-8834-03,법과권리,,,,,Y,,,,,교선,,주,3 ,3 ,한재경,토,"1,2",한울B102,,,,,,,
499 ,공통,공통,공통,서울권역e-러닝계열,0000-2-9266-01,채움과비움:나이듦의인문학적이해,,Y,,Y,,,,,,교선,,주,3 ,3 ,,토,20 ,,,,,,,,
500 ,공통,공통,공통,,0000-2-9437-01,OTT컨텐츠제작,,,,,,,,0 ,,일선,연선,주,3 ,3 ,이희대,목,"5,6",한울104,,,,,,,
501 ,공통,공통,공통,,0000-2-9468-01,컨셉아트웍디자인,,,,,,,,0 ,,일선,연선,주,3 ,4 ,이보용,금,"4,5,6",한울104,,,,,,,
502 ,공통,공통,공통,서울권역e-러닝계열,0000-2-9470-01,현대사회와신소재,,Y,,Y,,,,,,교선,,주,3 ,3 ,손희상,토,19 ,,,,,,,,
503 ,공통,공통,공통,인간과철학,0000-2-9742-01,글로벌시대의종교와문화,Y,,,,,,,,,교선,,주,3 ,3 ,박정우,금,"1,2",비409,,,,,,,
504 ,공통,공통,공통,인간과철학,0000-2-9742-02,글로벌시대의종교와문화,Y,,,,,,,,,교선,,주,3 ,3 ,박정우,금,"5,6",비409,,,,,,,
505 ,공통,공통,공통,사회와경제,0000-2-9744-01,미디어활용과생활,,,,,,,,,,교선,,주,3 ,3 ,김해린,화,5 ,비517,목,6 ,비517,,,,
506 ,공통,공통,공통,수리와자연(수학),0000-3-0819-01,선형대수학,,,,,,,,0 ,,교선,,주,3 ,3 ,김영희,월,1 ,한울203,수,2 ,한울203,,,,전자공학과 2학년
507 ,공통,공통,공통,수리와자연(수학),0000-3-0819-02,선형대수학,,,,,,,영어,50 ,,교선,,주,3 ,3 ,김상목,월,5 ,비405,수,6 ,비405,,,,전자공학과 2학년
508 ,공통,공통,공통,수리와자연(수학),0000-3-0819-04,선형대수학,,Y,,Y,,,,0 ,,교선,,주,3 ,3 ,이강훈,월,4 ,,,,,,,,소프트웨어학부 2학년
509 ,공통,공통,공통,수리와자연(수학),0000-3-0819-05,선형대수학,,Y,,Y,,,영어,50 ,,교선,,주,3 ,3 ,문승현,금,5 ,,,,,,,,소프트웨어학부 2학년
510 ,공통,공통,공통,대학실용영어,0000-3-0910-01,시사영어,,,,,,,영어,70 ,,교선,,주,3 ,3 ,고현아,월,3 ,한울203,수,4 ,한울203,,,,
511 ,공통,공통,공통,기초학문융합,0000-3-1879-01,현대사상의이해,,,,,,,,,,교선,,주,3 ,3 ,남성일,화,3 ,참202,목,4 ,참202,,,,
512 ,공통,공통,공통,수리와자연(수학),0000-3-1942-01,확률및통계,,,,,,,,,,교선,,주,3 ,3 ,김계완,화,3 ,비409,목,4 ,비409,,,,로봇학부 3학년
513 ,공통,공통,공통,수리와자연(수학),0000-3-1942-02,확률및통계,,,,,,,영어,70 ,A2,교선,,주,3 ,3 ,김태균,화,2 ,옥204,목,1 ,옥204,,,,건축공학과 1학년
514 ,공통,공통,공통,과학과기술,0000-3-2997-01,산업화와환경오염,,,,,,,,0 ,,교선,,주,3 ,3 ,황윤성,금,"3,4",비519,,,,,,,
515 ,공통,공통,공통,과학과기술,0000-3-2997-02,산업화와환경오염,,,,,,,영어,100 ,,교선,,주,3 ,3 ,코두루,화,4 ,비519,목,3 ,비519,,,,
516 ,공통,공통,공통,예술과체육,0000-3-3200-01,운동과건강,,,,,,,,,,교선,,주,3 ,3 ,최규현,수,"5,6",한울B101,,,,,,,
517 ,공통,공통,공통,예술과체육,0000-3-3200-02,운동과건강,,,,,,,,0 ,,교선,,주,3 ,3 ,김희재,화,"1,2",한울B101,,,,,,,
518 ,공통,공통,공통,예술과체육,0000-3-3200-03,운동과건강,,,,,,,,,,교선,,야,3 ,3 ,안병택,금,"7,8,9",한울B103,,,,,,,
519 ,공통,공통,공통,예술과체육,0000-3-3200-04,운동과건강,,,,,Y,,,0 ,,교선,,주,3 ,3 ,정문용,토,"3,4",한울B103,,,,,,,
520 ,공통,공통,공통,사회와경제,0000-3-3240-01,취업전략,Y,,,,,,,,,교선,,주,2 ,2 ,전상욱,월,"3,4",한울B103,,,,,,,
521 ,공통,공통,공통,,0000-3-3294-01,미디어스타트업비즈니스,,,,,,,,0 ,,일선,연선,주,3 ,3 ,이희대,목,"1,2",한울411,,,,,,,
522 ,공통,공통,공통,기초학문융합,0000-3-3924-01,자본주의역사,,,,,,,,0 ,,교선,,주,3 ,3 ,임경석,월,5 ,비517,수,6 ,비517,,,,
523 ,공통,공통,공통,예술과체육,0000-3-3934-01,포스트모더니즘의이해,,,,,,,,0 ,,교선,,주,3 ,3 ,한윤희,금,"1,2",참103,,,,,,,
524 ,공통,공통,공통,대학실용영어,0000-3-4106-01,OPIc연습,,,,,,,,0 ,,교선,,주,3 ,3 ,오경애,월,6 ,한울403,수,5 ,한울403,,,,
525 ,공통,공통,공통,대학실용영어,0000-3-4106-02,OPIc연습,,,,,,,영어,50 ,,교선,,주,3 ,3 ,최정윤,월,3 ,참103,수,4 ,참103,,,,
526 ,공통,공통,공통,기초학문융합,0000-3-4835-01,동아시아경제와사회문화의이해,,,,,,,,0 ,,교선,,주,3 ,3 ,이남겸,월,3 ,비420,수,4 ,비420,,,,
527 ,공통,공통,공통,사회와경제,0000-3-4836-01,생활속의인권과소수자보호,,,,,,,,0 ,,교선,,주,3 ,3 ,손상식,화,4 ,한울203,목,3 ,한울203,,,,
528 ,공통,공통,공통,기초학문융합,0000-3-5657-01,예술작품속의동양사상,,,,,,,,0 ,,교선,,주,3 ,3 ,이재복,화,3 ,비421,목,4 ,비421,,,,
529 ,공통,공통,공통,예술과체육,0000-3-5682-01,생활속의디자인,,Y,,Y,,,,0 ,,교선,,주,3 ,3 ,김문석,토,63 ,,,,,,,,
530 ,공통,공통,공통,기초학문융합,0000-3-5765-01,미디어아트,,,,,,,,,,교선,,주,3 ,3 ,이상민,월,4 ,연204,수,3 ,연204,,,,
531 ,공통,공통,공통,사회와경제,0000-3-5822-01,관계·소통·자기이해,,,Y,,,,,0 ,,교선,,주,3 ,3 ,도기숙,화,4 ,한울504,,,,,,,
532 ,공통,공통,공통,대학실용영어,0000-3-5830-01,TOEIC RC 중급,,,,,,,,0 ,,교선,,주,3 ,3 ,이종국,월,1 ,옥207,수,2 ,옥207,,,,
533 ,공통,공통,공통,대학실용영어,0000-3-5838-01,영어로보는한국사회,,,,,,,영어,50 ,,교선,,주,3 ,3 ,김연정,월,5 ,한울311,수,6 ,한울311,,,,
534 ,공통,공통,공통,대학실용영어,0000-3-5841-01,시사경제영어번역,,,,,,,,0 ,,교선,,주,3 ,3 ,김경옥,화,2 ,한울504,목,1 ,한울504,,,,
535 ,공통,공통,공통,대학실용영어,0000-3-5841-02,시사경제영어번역,,,,,,,,0 ,,교선,,주,3 ,3 ,류병율,화,1 ,기307,목,2 ,기307,,,,
536 ,공통,공통,공통,,0000-3-5946-01,생성형AI와빅데이터,,,,,,,,0 ,,일선,연선,주,3 ,3 ,이청호,수,"5,6",한울310,,,,,,,
537 ,공통,공통,공통,,0000-3-5953-01,노인복지론,,,,,,,,,,일선,연필,주,3 ,3 ,김순자,목,"5,6",한울310,,,,,,,
538 ,공통,공통,공통,,0000-3-6379-01,사회복지실천기술론,,,,,,,,,,일선,연필,주,3 ,3 ,김성연,목,"3,4",한울311,,,,,,,
539 ,공통,공통,공통,,0000-3-6396-01,범죄예방론,,,,,,,,0 ,,일선,연선,주,3 ,3 ,김미숙,금,"1,2",한울310,,,,,,,
540 ,공통,공통,공통,기초학문융합,0000-3-6456-01,20세기한일미술교류사,,,,,,,,,,교선,,주,3 ,3 ,후지무라마이,월,"3,4",한울311,,,,,,,
541 ,공통,공통,공통,기초학문융합,0000-3-6457-01,문학과미술속음악이야기,,,,,,,,0 ,,교선,,주,3 ,3 ,공정원,금,"3,4",비419,,,,,,,
542 ,공통,공통,공통,과학과기술,0000-3-6467-01,기술창업과사업전략,,,,,,,,0 ,,교선,,야,3 ,3 ,손희상,수,"7,8,9",비405,,,,,,,창업 교과목
543 ,공통,공통,공통,기초학문융합,0000-3-6516-01,우리시대의삶과문학,,,,,,,,,,교선,,주,3 ,3 ,김미정,금,"3,4",한울204,,,,,,,
544 ,공통,공통,공통,기초학문융합,0000-3-6517-01,르네상스문화와과학,,,,,,,,0 ,,교선,,주,3 ,3 ,차승현,월,2 ,비519,수,1 ,비519,,,,
545 ,공통,공통,공통,,0000-3-6798-01,AI및빅데이터응용확률과통계입문,,,,,,,,,,일선,연선,주,3 ,3 ,김운,월,"5,6",한울204,,,,,,,
546 ,공통,공통,공통,기초학문융합,0000-3-7728-01,디지털사회를위한데이터분석,,,,,,,,0 ,,교선,,주,3 ,3 ,민영호,화,5 ,한울403,목,6 ,한울403,,,,
547 ,공통,공통,공통,기초학문융합,0000-3-8120-01,정보사회와수학,,,Y,,,,,0 ,,교선,,주,3 ,3 ,김영희,수,4 ,한울305,,,,,,,
548 ,공통,공통,공통,대학실용영어,0000-3-8596-01,영미문화읽기,,,,,,,,0 ,,교선,,주,3 ,3 ,고현아,금,"3,4",한울504,,,,,,,
549 ,공통,공통,공통,대학실용영어,0000-3-8596-02,영미문화읽기,,,,,,,,0 ,,교선,,주,3 ,3 ,정지수,월,4 ,한울203,수,3 ,한울203,,,,
550 ,공통,공통,공통,대학실용영어,0000-3-8600-01,영어연극연습,,,,,,,,,,교선,,주,3 ,3 ,방승희,화,5 ,비402,목,6 ,비402,,,,
551 ,공통,공통,공통,,0000-3-8825-01,영상문법,,,,,,,,0 ,,일선,연선,주,3 ,3 ,강성률,수,"3,4",한울204,,,,,,,
552 ,공통,공통,공통,사회와경제,0000-3-9448-01,스타트업과고객발굴전략,,,,,,,,,,교선,,주,3 ,3 ,이경학,수,"5,6",기305,,,,,,,창업 교과목
553 ,공통,공통,공통,,0000-3-9747-01,안전및조직관리사례연구,,,,,,,,,,무관,,주,3 ,4 ,,,,,,,,,,,군사학 교과목
554 ,공통,공통,공통,,0000-4-2424-01,사회복지법제와실천,,,,,,,,0 ,,일선,연필,주,3 ,3 ,정진경,수,"1,2",한울408,,,,,,,
555 ,공통,공통,공통,,0000-4-3518-01,사례관리론,,,,,,,,,,일선,연필,주,3 ,3 ,배영미,월,"3,4",기301,,,,,,,
556 ,공통,공통,공통,대학실용영어,0000-4-4109-01,비지니스영작문,,,,,,,,,,교선,,주,3 ,3 ,김재량,화,2 ,한울405,목,1 ,한울405,,,,
557 ,공통,공통,공통,대학실용영어,0000-4-5826-01,비판적사고와영어2,,,,,,,,,,교선,,주,3 ,3 ,이현경,화,6 ,비405,목,5 ,비405,,,,
558 ,공통,공통,공통,대학실용영어,0000-4-5844-01,영어로보는한국철학,,,,,,,,,,교선,,주,3 ,3 ,브라이언,화,4 ,기307,목,3 ,기307,,,,
559 ,공통,공통,공통,,0000-4-6326-01,디지털시대의행동변화코칭,,,Y,,,,,,,일선,연선,주,3 ,3 ,하규영,월,2 ,한울410,수,1 ,한울410,,,,
560 ,공통,공통,공통,기초학문융합,0000-4-6459-01,움직이는인간의이해,,,,,,,,,,교선,,주,3 ,3 ,이효근,화,"3,4",참103,,,,,,,
561 ,공통,공통,공통,대학실용영어,0000-4-6466-01,이공계영어,,,,,,,,0 ,,교선,,주,3 ,3 ,한이슬,화,4 ,비402,목,3 ,비402,,,,
562 ,공통,공통,공통,과학과기술,0000-4-7462-01,예술과과학의융합,,,,,,,,,,교선,,주,3 ,3 ,이상민,월,3 ,참203,수,4 ,참203,,,,
563 ,공통,공통,공통,,0000-4-9748-01,조직리더십사례연구,,,,,,,,,,무관,,주,3 ,4 ,,,,,,,,,,,군사학 교과목
564 ,공과대학,공통,공통,,1000-2-8584-01,창업프로세스와지식재산권,,,,,,,,,,전선,,주,3 ,3 ,이경학,화,"5,6",기304,,,,,,,창업 교과목
565 ,공과대학,공통,공통,,1000-3-3270-01,전자및에너지재료공학,,,,,,,,0 ,,전선,,야,3 ,3 ,임휘윤,화,"7,8,9",비714,,,,,,,
566 ,공과대학,공통,공통,,1000-3-3766-01,신소재의원리와응용,Y,Y,,,,,영어,100 ,,전선,,야,3 ,3 ,손희상,월,"7,8,9",비714,,,,,,,
567 ,공과대학,화학공학과,공통,,1140-1-2957-01,공학설계입문,,,,,,,,0 ,"K1,K2",전선,,주,3 ,3 ,김영훈,월,6 ,참101,수,5 ,참101,,,,
568 ,공과대학,화학공학과,공통,,1140-2-0586-01,물리화학,,,,,,,,,,전선,,주,3 ,3 ,,월,2 ,참101,수,1 ,참101,,,,
569 ,공과대학,화학공학과,공통,,1140-2-1136-01,유기화학2,,,,,,,,0 ,,전선,,주,3 ,3 ,이기원,월,5 ,참B107,수,6 ,참B107,,,,
570 ,공과대학,화학공학과,공통,,1140-2-1234-01,진로탐색및설계,,Y,,Y,,,,0 ,,전선,,야,1 ,2 ,박세규,수,"7,8",,,,,,,,
571 ,공과대학,화학공학과,공통,,1140-2-1266-01,재료공학,,,,,,,,0 ,,전선,,주,3 ,3 ,손희상,월,4 ,비714,수,3 ,비714,,,,
572 ,공과대학,화학공학과,공통,,1140-2-2875-01,생명공학,,,,,,,,0 ,,전선,,주,3 ,3 ,이택,금,"3,4",비409,,,,,,,
573 ,공과대학,화학공학과,공통,,1140-2-4941-01,화공기초이론및실험2,,,,,,,,0 ,,전필,,주,3 ,4 ,박철환,화,"0,1,2",비331,,,,,,,
574 ,공과대학,화학공학과,공통,,1140-2-4941-02,화공기초이론및실험2,,,,,,,,0 ,,전필,,주,3 ,4 ,김영훈,목,"0,1,2",비331,,,,,,,
575 ,공과대학,화학공학과,공통,,1140-2-4941-03,화공기초이론및실험2,,,,,,,,0 ,,전필,,주,3 ,4 ,박세규,금,"0,1,2",비331,,,,,,,
576 ,공과대학,화학공학과,공통,,1140-3-0213-01,공정제어,,,,,,,,,,전선,,주,3 ,3 ,이진석,화,4 ,비421,목,3 ,비421,,,,
577 ,공과대학,화학공학과,공통,,1140-3-1914-01,화공열역학,,,,,,,,0 ,,전선,,주,3 ,3 ,김영훈,월,5 ,참101,수,6 ,참101,,,,
578 ,공과대학,화학공학과,공통,,1140-3-2009-01,열전달,,,,,,,,,,전선,,주,3 ,3 ,,월,4 ,참101,수,3 ,참101,,,,
579 ,공과대학,화학공학과,공통,,1140-3-2272-01,전기화학공학,,,,,,,,0 ,,전선,,주,3 ,3 ,박세규,금,"3,4",비714,,,,,,,
580 ,공과대학,화학공학과,공통,,1140-3-4030-01,표면반응공학,,,Y,,,,,0 ,,전선,,야,3 ,3 ,손희상,목,"7,8,9",비714,,,,,,,
581 ,공과대학,화학공학과,공통,,1140-3-4942-01,단위조작이론및실험2,,,,,,,,0 ,,전필,,주,3 ,4 ,손희상,화,"0,1,2",비220,,,,,,,
582 ,공과대학,화학공학과,공통,,1140-3-4942-02,단위조작이론및실험2,,,,,,,,,,전필,,주,3 ,4 ,,목,"0,1,2",비220,,,,,,,
583 ,공과대학,화학공학과,공통,,1140-3-4942-03,단위조작이론및실험2,,,,,,,,0 ,,전필,,주,3 ,4 ,이택,금,"0,1,2",비220,,,,,,,
584 ,공과대학,화학공학과,공통,,1140-3-5480-01,산업생물공학,,,,,,,,0 ,,전선,,주,3 ,3 ,유하영,월,"6,7,8",참202,,,,,,,
585 ,공과대학,화학공학과,공통,,1140-3-9721-01,캡스톤설계기초,,,,,,,,0 ,,전선,,주,3 ,3 ,박철환,화,"5,6",참101,,,,,,,
586 ,공과대학,화학공학과,공통,,1140-4-5742-01,유기전자공학,,,,,,,,0 ,,전선,,주,3 ,3 ,이기원,월,4 ,비429,수,3 ,비429,,,,
587 ,공과대학,화학공학과,공통,,1140-4-9176-01,분리공정,,,Y,,,,,0 ,,전선,,주,3 ,3 ,박세규,금,"5,6",비714,,,,,,,
588 ,공과대학,화학공학과,공통,,1140-4-9177-01,고분자공정이론및실험,,,,,,,,0 ,,전선,,주,3 ,4 ,이기원,화,"5,6,7",비331,,,,,,,
589 ,공과대학,화학공학과,공통,,1140-4-9177-02,고분자공정이론및실험,,,,,,,,,,전선,,주,3 ,4 ,,목,"5,6,7",비331,,,,,,,
590 ,공과대학,환경공학과,공통,,1160-2-1234-01,진로탐색및설계,,Y,,Y,,,,,,전선,,야,1 ,2 ,장민,월,"7,8",,,,,,,,
591 ,공과대학,환경공학과,공통,,1160-2-1960-01,환경유기화학,,,,,,,,,,전선,,주,3 ,3 ,장민,월,"5,6",비401,,,,,,,
592 ,공과대학,환경공학과,공통,,1160-2-3131-01,환경반응공학,,,,,,,,,,전선,,주,3 ,3 ,,화,3 ,비401,목,4 ,비401,,,,
593 ,공과대학,환경공학과,공통,,1160-2-5486-01,환경기초실험,,,,,,,,0 ,,전선,,주,3 ,4 ,양재규,화,"5,6,7",비421,,,,,,,
594 ,공과대학,환경공학과,공통,,1160-2-8494-01,환경전산프로그래밍및실습,,,,,,,,,,전선,,주,3 ,3 ,강효선,금,"3,4",비428,,,,,,,
